RANK,NAME,REVENUES ($M),REVENUE PERCENT CHANGE,PROFITS ($M),PROFITS PERCENT CHANGE,ASSETS ($M),MARKET VALUE,EMPLOYEES,CHANGE IN RANK,CEO GENDER,Sector,City,STATE,YEAR
907,Party City Holdco,"2,348.80",-3.2,-532.50,-532,"3,595.30",43.30,14350,-34,male,Retailing,Elmsford,New York,2020
908,Ohio National Mutual,"2,340.50",-2,-67.60,-193.1,"40,366.80",-,1109,-28,male,Financials,Cincinnati,Ohio,2020
909,Patrick Industries,"2,337.10",3.3,89.60,-25.3,"1,471.00",672.50,7500,8,male,Materials,Elkhart,Indiana,2020
910,Cadence Design Systems,"2,336.30",9.3,989.00,186,"3,357.20","18,546.20",8078,38,male,Technology,San Jose,California,2020
911,CDK Global,"2,332.90",2.6,124.00,-67.4,"2,999.00","3,991.00",9000,-,male,Technology,Hoffman Estates,Illinois,2020
912,AvalonBay Communities,"2,324.60",1.8,786.00,-19.3,"19,121.10","20,711.90",3122,-3,male,Financials,Arlington,Virginia,2020
913,Wabash National,"2,319.10",2.3,89.60,29,"1,304.60",381.60,6900,2,male,Motor Vehicles & Parts,Lafayette,Indiana,2020
914,Service Properties Trust,"2,316.10",0.9,259.80,39.9,"9,034.00",888.60,600,-10,male,Financials,Newton,Massachusetts,2020
915,Maxim Integrated Products,"2,314.30",-6.7,827.50,77.1,"3,744.00","13,095.30",7131,-52,male,Technology,San Jose,California,2020
916,People's United Financial,"2,312.20",20.3,520.40,11.2,"58,589.80","4,792.80",6305,-,male,Financials,Bridgeport,Connecticut,2020
917,Bio-Rad Laboratories,"2,311.70",1,"1,758.70",381,"8,008.90","10,490.60",8120,-11,male,Technology,Hercules,California,2020
918,Option Care Health,"2,310.40",15.5,-75.90,-,"2,589.50","1,673.40",5492,-,male,Health Care,Bannockburn,Illinois,2020
919,Louisiana-Pacific,"2,310.00",-18.3,-5.00,-101.3,"1,835.00","1,924.50",4800,-125,male,Materials,Nashville,Tennessee,2020
920,TEGNA,"2,299.50",4.2,286.20,-29.4,"6,954.00","2,371.30",6883,10,male,Media,Tysons Corner,Virginia,2020
921,Teradyne,"2,295.00",9.2,467.50,3.5,"2,787.00","9,025.50",5400,39,male,Technology,North Reading,Massachusetts,2020
922,Arch Resources,"2,294.40",-6.4,233.80,-25.2,"1,867.80",437.60,3700,-53,male,Energy,St. Louis,Missouri,2020
923,EPAM Systems,"2,293.80",24.5,261.10,8.7,"2,244.20","10,259.40",36739,-,male,Technology,Newtown,Pennsylvania,2020
924,WPX Energy,"2,292.00",-3.9,256.00,69.5,"8,413.00","1,706.10",590,-43,male,Energy,Tulsa,Oklahoma,2020
925,Alpha Metallurgical Resources,"2,290.50",12.7,-316.30,-205.7,"2,302.80",42.90,4360,52,male,Energy,Bristol,Virginia,2020
926,Ensign Group,"2,285.60",12,110.50,19.7,"2,361.90","2,013.30",24500,48,male,Health Care,San Juan Capistrano,California,2020
927,First Horizon,"2,278.40",0.4,440.90,-19.1,"43,310.90","2,513.00",4994,-13,male,Financials,Memphis,Tennessee,2020
928,Wolverine World Wide,"2,273.70",1.5,128.50,-35.8,"2,480.00","1,232.30",4000,-7,male,Apparel,Rockford,Michigan,2020
929,Vail Resorts,"2,271.60",12.9,301.20,-20.7,"4,426.10","5,947.70",23000,54,male,"Hotels, Restaurants & Leisure",Broomfield,Colorado,2020
930,Benchmark Electronics,"2,268.10",-11.6,23.40,2.7,"1,759.90",727.90,10600,-85,male,Technology,Tempe,Arizona,2020
931,HNI,"2,246.90",-0.5,110.50,18.3,"1,452.50","1,075.80",8450,-13,male,Household Products,Muscatine,Iowa,2020
932,F5,"2,242.40",3.7,427.70,-5.7,"3,390.30","6,483.50",5325,7,male,Technology,Seattle,Washington,2020
933,Affiliated Managers Group,"2,239.60",-5.8,15.70,-93.6,"7,653.50","2,830.90",4000,-48,male,Financials,West Palm Beach,Florida,2020
934,OGE Energy,"2,231.60",-1.7,433.60,1.9,"11,024.30","6,151.50",2425,-21,male,Energy,Oklahoma City,Oklahoma,2020
935,Universal,"2,227.20",9.5,104.10,-1.5,"2,133.20","1,090.70",28000,41,male,"Food, Beverages & Tobacco",Philadelphia,Pennsylvania,2020
936,BOK Financial,"2,226.30",20.7,500.80,12.4,"42,172.00","2,996.10",5107,-,male,Financials,Tulsa,Oklahoma,2020
937,ManTech International,"2,222.60",13.5,113.90,38.7,"2,107.90","2,920.10",8900,62,male,Technology,Herndon,Virginia,2020
938,Summit Materials,"2,222.10",5.8,59.10,74.2,"4,067.60","1,699.70",6000,21,female,Materials,Denver,Colorado,2020
939,AMN Healthcare Services,"2,222.10",4,114.00,-19.6,"1,931.60","2,708.70",3236,11,female,Health Care,Dallas,Texas,2020
940,Groupon,"2,218.90",-15.8,-22.40,-,"1,586.70",555.70,6345,-107,male,Technology,Chicago,Illinois,2020
941,Newmark Group,"2,218.10",8.3,117.30,9.9,"3,201.60",754.00,5600,32,male,Financials,New York City,New York,2020
942,Fossil Group,"2,217.70",-12.7,-52.40,-,"1,604.70",166.40,10200,-95,male,Apparel,Richardson,Texas,2020
943,Modine Manufacturing,"2,212.70",5.2,84.80,282,"1,538.00",165.10,12200,15,male,Motor Vehicles & Parts,Racine,Wisconsin,2020
944,Griffon,"2,209.30",3,37.30,-70.3,"2,074.90",593.40,7300,2,male,Materials,New York City,New York,2020
945,Cypress Semiconductor,"2,205.30",-11.2,40.40,-88.6,"3,556.10","8,713.40",5871,-84,male,Technology,San Jose,California,2020
946,Generac Holdings,"2,204.30",8.9,252.00,5.8,"2,665.70","5,829.40",5551,33,male,Industrials,Waukesha,Wisconsin,2020
947,Matson,"2,203.10",-0.9,82.70,-24.1,"2,845.40","1,317.90",1988,-23,male,Transportation,Honolulu,Hawaii,2020
948,Genesco,"2,197.10",-24.5,61.40,-,"1,680.50",196.10,13850,-167,female,Retailing,Nashville,Tennessee,2020
949,Nordson,"2,194.20",-2.7,337.10,-10.7,"3,516.40","7,814.90",7579,-30,male,Industrials,Westlake,Ohio,2020
950,NewMarket,"2,190.30",-4.3,254.30,8.3,"1,885.10","4,284.10",2118,-45,male,Chemicals,Richmond,Virginia,2020
951,Echo Global Logistics,"2,185.00",-10.4,14.80,-48.3,826.70,457.90,2539,-80,male,Transportation,Chicago,Illinois,2020
952,Zurn Water Solutions,"2,175.20",5.3,34.30,-54.8,"3,259.70","2,761.40",6700,18,male,Industrials,Erie,Pennsylvania,2020
953,Incyte,"2,158.80",14.7,446.90,308.2,"3,426.80","15,874.50",1456,-,male,Health Care,Wilmington,Delaware,2020
954,Fortinet,"2,156.20",19.7,326.50,-1.7,"3,885.50","17,453.30",7082,-,male,Technology,Sunnyvale,California,2020
955,Foundation Building Materials,"2,154.50",-6.9,40.20,-,"1,411.80",444.50,3500,-53,male,Wholesalers,Atlanta,Georgia,2020
956,AAR,"2,147.60",16.4,7.50,-51.9,"1,517.20",623.40,5650,-,male,Aerospace & Defense,Wood Dale,Illinois,2020
957,Centric Brands,"2,146.50",259.8,-273.50,-,"2,154.70",66.10,3250,-,male,Apparel,New York,New York,2020
958,Edgewell Personal Care,"2,141.00",-4.2,-372.20,-460.3,"3,420.90","1,307.60",6000,-35,male,Household Products,Shelton,Connecticut,2020
959,Federated Mutual Insurance,"2,134.50",11,229.60,4,"8,825.20",-,2638,-,male,Financials,Owatonna,Minnesota,2020
960,Schnitzer Steel Industries,"2,132.80",-9.8,56.30,-64,"1,160.70",353.90,3363,-71,female,Materials,Portland,Oregon,2020
961,Portland General Electric,"2,123.00",6.6,214.00,0.9,"8,394.00","4,288.90",2949,31,female,Energy,Portland,Oregon,2020
962,Gray Television,"2,122.00",95.7,179.00,-15.1,"6,972.00","1,071.60",7465,-,male,Media,Atlanta,Georgia,2020
963,BGC Partners,"2,104.20",8.6,55.70,-71.8,"3,916.10",894.30,5200,-,male,Financials,New York,New York,2020
964,EchoStar,"2,098.30",0.3,-62.90,-,"7,154.30","3,126.80",2300,-3,male,Technology,Englewood,Colorado,2020
965,Beazer Homes USA,"2,087.80",-0.9,-79.50,-,"1,957.60",202.10,1205,-9,male,Engineering & Construction,Atlanta,Georgia,2020
966,LHC Group,"2,080.20",14.9,95.70,50.6,"2,140.30","4,419.90",22785,-,male,Health Care,Lafayette,Louisiana,2020
967,Terminix Global Holdings,"2,077.00",9.3,128.00,-,"5,322.00","3,657.00",12000,-,male,Business Services,Memphis,Tennessee,2020
968,Bruker,"2,072.60",9.3,197.20,9.7,"2,771.50","5,529.70",7230,-,male,Technology,Billerica,Massachusetts,2020
969,Oasis Petroleum,"2,071.70",-10.8,-128.20,-,"7,499.30",113.30,609,-70,male,Energy,Houston,Texas,2020
970,CrossAmerica Partners,"2,071.40",-11.8,18.10,244.2,905.30,298.40,548,-,male,Energy,Allentown,Pennsylvania,2020
971,MYR Group,"2,071.20",35.3,37.70,21.2,"1,007.90",436.20,7100,-,male,Engineering & Construction,Rolling Meadows,Illinois,2020
972,Viasat,"2,068.30",29.7,-67.60,-,"3,915.30","2,231.70",5600,-,male,Technology,Carlsbad,California,2020
973,GNC Holdings,"2,068.20",-12.1,-35.10,-150.3,"1,650.60",39.60,8400,-82,male,Food & Drug Stores,Pittsburgh,Pennsylvania,2020
974,Cabot Oil & Gas,"2,066.30",-5.6,681.10,22.3,"4,487.20","6,851.50",547,-41,male,Energy,Houston,Texas,2020
975,Bright Horizons Family Solutions,"2,062.00",8.3,180.40,14.2,"3,330.40","5,936.40",33800,-,male,Business Services,Newton,Massachusetts,2020
976,Vista Outdoor,"2,058.50",-10.8,-648.40,-,"1,738.00",509.30,5200,-73,male,Household Products,Anoka,Minnesota,2020
977,HEICO,"2,055.60",15.6,327.90,26.5,"2,969.20","9,184.70",5900,-,male,Aerospace & Defense,Hollywood,Florida,2020
978,Wyndham Hotels & Resorts,"2,053.00",-,157.00,-,"4,533.00","2,933.80",14200,-,male,"Hotels, Restaurants & Leisure",Parsippany,New Jersey,2020
979,TCF Financial,"2,052.80",27.3,295.50,-2.9,"46,651.60","3,451.20",7732,-,male,Financials,Detroit,Michigan,2020
980,Primerica,"2,052.50",8,366.40,13.1,"13,688.50","3,637.20",2502,-,male,Financials,Duluth,Georgia,2020
981,ProPetro Holding,"2,052.30",20.4,163.00,-6.2,"1,436.10",251.50,1579,-,male,Energy,Midland,Texas,2020
982,Oceaneering International,"2,048.10",7.3,-348.40,-,"2,740.70",291.80,9100,-,male,Energy,Houston,Texas,2020
983,Floor & Decor Holdings,"2,045.50",19.6,150.60,29.6,"2,324.30","3,282.40",6336,-,male,Retailing,Smyrna,Georgia,2020
984,Copart,"2,042.00",13.1,591.70,41.6,"2,547.60","16,013.50",7327,-,male,Retailing,Dallas,Texas,2020
985,Chico's FAS,"2,037.90",-4.4,-12.80,-135.8,"1,542.70",155.20,10944,-33,female,Retailing,Fort Myers,Florida,2020
986,Barnes & Noble Education,"2,034.60",-7.7,-24.40,-,946.20,65.70,12400,-55,male,Retailing,Basking Ridge,New Jersey,2020
987,Maxar Technologies,"2,033.00",-5,109.00,-,"5,157.00",642.30,5800,-40,male,Aerospace & Defense,Westminster,Colorado,2020
988,Evercore,"2,028.80",-2.6,297.40,-21.2,"2,598.60","1,871.90",1900,-24,male,Financials,New York,New York,2020
989,Deckers Outdoor,"2,020.40",6.2,264.30,131.1,"1,427.20","3,750.30",3500,-,male,Apparel,Goleta,California,2020
990,Express,"2,019.20",-4.6,-164.40,-1806.7,"1,790.70",95.20,9160,-36,male,Retailing,Columbus,Ohio,2020
991,Hovnanian Enterprises,"2,016.90",1.3,-42.10,-1031.8,"1,881.40",50.50,1868,-,male,Engineering & Construction,Matawan,New Jersey,2020
992,Air Lease,"2,016.90",20.1,587.10,14.9,"21,709.20","2,515.90",117,-,male,Business Services,Los Angeles,California,2020
993,Rollins,"2,015.50",10.6,203.30,-12.2,"1,744.40","11,845.90",14952,-,male,Business Services,Atlanta,Georgia,2020
994,SBA Communications,"2,014.60",8,147.00,209.8,"9,759.90","30,217.60",1475,-,male,Financials,Boca Raton,Florida,2020
995,Deluxe,"2,008.70",0.5,-199.90,-233.6,"1,943.30","1,093.90",6352,-6,male,Media,Shoreview,Minnesota,2020
996,Mr. Cooper Group,"2,007.00",-,274.00,-,"18,305.00",674.10,9100,-,male,Financials,Dallas,Texas,2020
997,Herc Holdings,"1,999.00",1.1,47.50,-31.3,"3,817.00",590.50,5100,-4,male,Business Services,Bonita Springs,Florida,2020
998,Healthpeak Properties,"1,997.40",8.2,45.50,-95.7,"14,032.90","12,059.30",204,-,male,Financials,Irvine,California,2020
999,SPX FLOW,"1,996.30",-4.5,-95.10,-316.1,"2,437.40","1,211.80",5000,-37,male,Industrials,Charlotte,North Carolina,2020
1000,Liberty Energy,"1,990.30",-7.6,39.00,-69.2,"1,283.40",302.80,2571,-58,male,Energy,Overland Park,Kansas,2020
1,Walmart,"514,405.00",2.8,"6,670.00",-32.4,"219,295.00","279,880.30",2200000,-,male,Retailing,Bentonville,Arkansas,2019
2,Exxon Mobil,"290,212.00",18.8,"20,840.00",5.7,"346,196.00","342,172.00",71000,-,male,Energy,Irving,Texas,2019
3,Apple,"265,595.00",15.9,"59,531.00",23.1,"365,725.00","895,667.40",132000,1,male,Technology,Cupertino,California,2019
4,Berkshire Hathaway,"247,837.00",2.4,"4,021.00",-91.1,"707,794.00","493,870.30",389000,-1,male,Financials,Omaha,Nebraska,2019
5,Amazon.com,"232,887.00",30.9,"10,073.00",232.1,"162,648.00","874,709.50",647500,3,male,Retailing,Seattle,Washington,2019
6,UnitedHealth Group,"226,247.00",12.5,"11,986.00",13.5,"152,221.00","237,255.50",300000,-1,male,Health Care,Minnetonka,Minnesota,2019
7,McKesson,"208,357.00",4.9,67.00,-98.7,"60,381.00","22,455.10",68000,-1,male,Health Care,Irving,Texas,2019
8,CVS Health,"194,579.00",5.3,-594.00,-109,"196,456.00","69,951.60",295000,-1,male,Health Care,Woonsocket,Rhode Island,2019
9,AT&T,"170,756.00",6.4,"19,370.00",-34.2,"531,864.00","228,444.70",268220,-,male,Telecommunications,Dallas,Texas,2019
10,AmerisourceBergen,"167,939.60",9.7,"1,658.40",355,"37,669.80","16,785.90",20500,2,male,Health Care,Chesterbrook,Pennsylvania,2019
11,Chevron,"166,339.00",23.6,"14,824.00",61.2,"253,863.00","234,049.70",48600,2,male,Energy,San Ramon,California,2019
12,Ford Motor,"160,338.00",2.3,"3,677.00",-51.6,"256,540.00","35,028.00",199000,-1,male,Motor Vehicles & Parts,Dearborn,Michigan,2019
13,General Motors,"147,049.00",-6.5,"8,014.00",-,"227,339.00","52,291.70",173000,-3,female,Motor Vehicles & Parts,Detroit,Michigan,2019
14,Costco Wholesale,"141,576.00",9.7,"3,134.00",17,"40,830.00","106,512.60",194000,1,male,Retailing,Issaquah,Washington,2019
15,Alphabet,"136,819.00",23.4,"30,736.00",142.7,"232,792.00","816,824.20",98771,7,male,Technology,Mountain View,California,2019
16,Cardinal Health,"136,809.00",5.3,256.00,-80.1,"39,951.00","14,349.50",50200,-2,male,Health Care,Dublin,Ohio,2019
17,Walgreens Boots Alliance,"131,537.00",11.3,"5,024.00",23.2,"68,124.00","59,691.70",299000,2,male,Food & Drug Stores,Deerfield,Illinois,2019
18,JPMorgan Chase,"131,412.00",15.4,"32,474.00",32.9,"2,622,532.00","331,451.50",256105,2,male,Financials,New York City,New York,2019
19,Verizon Communications,"130,863.00",3.8,"15,528.00",-48.4,"264,829.00","244,327.90",144500,-3,male,Telecommunications,New York City,New York,2019
20,Kroger,"121,162.00",-1.2,"3,110.00",63.1,"38,118.00","19,630.80",453000,-3,male,Food & Drug Stores,Cincinnati,Ohio,2019
21,General Electric,"120,268.00",-1.6,"-22,355.00",-,"309,129.00","87,009.30",283000,-3,male,Industrials,Boston,Massachusetts,2019
22,Fannie Mae,"120,101.00",6.9,"15,959.00",547.9,"3,418,318.00","3,242.60",7400,-1,male,Financials,Washington DC,District of Columbia,2019
23,Phillips 66,"114,217.00",24.7,"5,595.00",9.6,"54,302.00","43,240.70",14200,5,male,Energy,Houston,Texas,2019
24,Valero Energy,"111,407.00",26,"3,122.00",-23.2,"50,155.00","35,426.10",10261,7,male,Energy,San Antonio,Texas,2019
25,Bank of America,"110,584.00",10.3,"28,147.00",54.4,"2,354,507.00","265,938.50",204489,-1,male,Financials,Charlotte,North Carolina,2019
26,Microsoft,"110,360.00",22.7,"16,571.00",-21.8,"258,848.00","904,860.90",131000,4,male,Technology,Redmond,Washington,2019
27,Home Depot,"108,203.00",7.2,"11,121.00",28.9,"44,003.00","211,828.00",413000,-4,male,Retailing,Atlanta,Georgia,2019
28,Boeing,"101,127.00",8.3,"10,460.00",27.6,"117,359.00","215,304.70",153000,-1,male,Aerospace & Defense,Chicago,Illinois,2019
29,Wells Fargo,"101,060.00",3.4,"22,393.00",0.9,"1,895,883.00","219,467.10",258700,-3,male,Financials,San Francisco,California,2019
30,Citigroup,"97,120.00",10.4,"18,045.00",-,"1,917,383.00","145,625.40",204000,2,male,Financials,New York City,New York,2019
31,Marathon Petroleum,"97,102.00",43.6,"2,780.00",-19,"92,940.00","40,258.20",60350,10,male,Energy,Findlay,Ohio,2019
32,Comcast,"94,507.00",11.8,"11,731.00",-48.4,"251,684.00","180,948.00",184000,1,male,Telecommunications,Philadelphia,Pennsylvania,2019
33,Anthem,"92,105.00",2.3,"3,750.00",-2.4,"71,571.00","73,826.60",63900,-4,female,Health Care,Indianapolis,Indiana,2019
34,Dell Technologies,"90,621.00",15.2,"-2,310.00",-,"111,820.00","42,170.50",157000,1,male,Technology,Round Rock,Texas,2019
35,DuPont de Nemours,"85,977.00",37.2,"3,844.00",163.3,"188,030.00","120,201.40",98000,12,male,Chemicals,Wilmington,Delaware,2019
36,State Farm Insurance,"81,732.20",4.3,"8,788.40",298.3,"272,518.40",-,56788,-,male,Financials,Bloomington,Illinois,2019
37,Johnson & Johnson,"81,581.00",6.7,"15,297.00",1076.7,"152,954.00","372,228.90",135100,-,male,Health Care,New Brunswick,New Jersey,2019
38,IBM,"79,591.00",0.6,"8,728.00",51.7,"123,382.00","125,560.10",381100,-4,female,Technology,Armonk,New York,2019
39,Target,"75,356.00",4.8,"2,937.00",0.1,"41,290.00","41,440.90",360000,-,male,Retailing,Minneapolis,Minnesota,2019
40,Freddie Mac,"73,598.00",-1.4,"9,235.00",64.2,"2,063,060.00","1,748.70",6621,-2,male,Financials,McLean,Virginia,2019
41,United Parcel Service,"71,861.00",9.1,"4,791.00",-2.4,"50,016.00","96,116.30",364575,3,male,Transportation,Atlanta,Georgia,2019
42,Lowe's,"71,309.00",3.9,"2,314.00",-32.9,"34,508.00","87,685.50",245000,-2,male,Retailing,Mooresville,North Carolina,2019
43,Intel,"70,848.00",12.9,"21,053.00",119.3,"127,963.00","241,488.90",107400,3,male,Technology,Santa Clara,California,2019
44,MetLife,"67,941.00",2.7,"5,123.00",27.8,"687,538.00","40,751.00",48000,-1,male,Financials,New York City,New York,2019
45,Procter & Gamble,"66,832.00",0.9,"9,750.00",-36.4,"118,310.00","260,289.40",92000,-3,male,Household Products,Cincinnati,Ohio,2019
46,United Technologies,"66,501.00",11.1,"5,269.00",15.8,"134,211.00","111,146.00",240200,5,male,Aerospace & Defense,Farmington,Connecticut,2019
47,FedEx,"65,450.00",8.5,"4,572.00",52.6,"52,330.00","47,270.80",359000,3,male,Transportation,Memphis,Tennessee,2019
48,PepsiCo,"64,661.00",1.8,"12,515.00",157.7,"77,648.00","172,094.70",267000,-3,male,"Food, Beverages & Tobacco",Harrison,New York,2019
49,Archer Daniels Midland,"64,341.00",5.8,"1,810.00",13.5,"40,833.00","24,156.70",31600,-1,male,"Food, Beverages & Tobacco",Chicago,Illinois,2019
50,Prudential Financial,"62,992.00",5.5,"4,074.00",-48.2,"815,078.00","37,517.70",50492,2,male,Financials,Newark,New Jersey,2019
51,Centene,"60,116.00",23.8,900.00,8.7,"30,901.00","21,939.70",47300,10,male,Health Care,Clayton,Missouri,2019
52,Albertsons,"59,924.60",0.4,46.30,-,"21,812.30",-,275000,1,male,Food & Drug Stores,Boise,Idaho,2019
53,Walt Disney,"59,434.00",7.8,"12,598.00",40.3,"98,598.00","199,589.90",201000,2,male,Media,Burbank,California,2019
54,Sysco,"58,727.30",6.1,"1,430.80",25.2,"18,070.40","34,278.80",67000,-,male,Wholesalers,Houston,Texas,2019
55,HP,"58,472.00",12.3,"5,327.00",110.9,"34,622.00","29,795.90",55000,3,male,Technology,Palo Alto,California,2019
56,Humana,"56,912.00",5.8,"1,683.00",-31.3,"25,413.00","36,079.60",41600,-,male,Health Care,Louisville,Kentucky,2019
57,Facebook,"55,838.00",37.4,"22,112.00",38.8,"97,334.00","475,731.60",35587,19,male,Technology,Menlo Park,California,2019
58,Caterpillar,"54,722.00",20.4,"6,147.00",715.3,"78,509.00","77,980.30",104000,7,male,Industrials,Deerfield,Illinois,2019
59,Energy Transfer,"54,436.00",14.6,"1,694.00",77.6,"88,246.00","40,260.00",11768,5,male,Energy,Dallas,Texas,2019
60,Lockheed Martin,"53,762.00",5.3,"5,046.00",152,"44,876.00","84,887.60",105000,-1,female,Aerospace & Defense,Bethesda,Maryland,2019
61,Pfizer,"53,647.00",2.1,"11,153.00",-47.7,"159,422.00","235,785.10",92400,-4,male,Health Care,New York City,New York,2019
62,Goldman Sachs Group,"52,528.00",24.3,"10,459.00",144,"931,796.00","70,414.90",36600,8,male,Financials,New York City,New York,2019
63,Morgan Stanley,"50,193.00",15,"8,748.00",43.2,"853,531.00","72,110.80",60348,4,male,Financials,New York City,New York,2019
64,Cisco Systems,"49,330.00",2.8,110.00,-98.9,"108,784.00","237,665.50",74200,-2,male,Technology,San Jose,California,2019
65,Cigna,"48,650.00",16.9,"2,637.00",17.9,"153,226.00","61,058.90",73800,8,male,Health Care,Bloomfield,Connecticut,2019
66,AIG,"47,389.00",-4.3,-6.00,-,"491,984.00","37,440.10",49600,-6,male,Financials,New York,New York,2019
67,HCA Healthcare,"46,677.00",-2,"3,787.00",70.9,"39,207.00","44,787.00",229000,-4,male,Health Care,Nashville,Tennessee,2019
68,American Airlines Group,"44,541.00",5.5,"1,412.00",-26.4,"60,580.00","14,262.00",128900,3,male,Transportation,Fort Worth,Texas,2019
69,Delta Air Lines,"44,438.00",7.7,"3,935.00",10,"60,266.00","35,067.80",88680,6,male,Transportation,Atlanta,Georgia,2019
70,Charter Communications,"43,634.00",4.9,"1,230.00",-87.6,"146,130.00","85,923.40",98000,4,male,Telecommunications,Stamford,Connecticut,2019
71,New York Life Insurance,"43,425.30",2.7,880.00,-52.9,"311,449.30",-,11388,-2,male,Financials,New York City,New York,2019
72,American Express,"43,281.00",21.6,"6,921.00",153,"188,602.00","91,675.10",59000,14,male,Financials,New York City,New York,2019
73,Nationwide,"43,270.00",-1.5,512.60,107.9,"214,141.90",-,30472,-7,male,Financials,Columbus,Ohio,2019
74,Best Buy,"42,879.00",1.7,"1,464.00",46.4,"12,901.00","19,030.20",125000,-2,female,Retailing,Richfield,Minnesota,2019
